titles,links,content,time,media
政策牛肉 誰的比較香？,https://news.ltn.com.tw/news/politics/paper/552587,記者李欣芳、王寓中／台北報導〕儘管競選的是一任四年任期的總統，國、民兩黨總統候選人馬英九與蔡英文卻分別以「黃金十年」與「十年政綱」勾勒國家發展藍圖。但同樣是十年發展願景，雙英在能源與社會住宅等政策主張存...,2012/1/8,Liberal Times
《選舉人激增》約150萬人 較上屆多10萬,https://news.ltn.com.tw/news/local/paper/552546,園縣是國民黨的大票倉，馬英九大贏對手二百多萬票，桃園縣貢獻度高達七分之一。因此，這回民進黨蔡英文在桃園喊出只要桃園贏、選舉就贏了，就是希望破解馬英九在桃園優勢，加上，中南部大贏就能過關。...,2012/1/8,Liberal Times
週六衝選情 選將徒步拜票博感情,https://news.ltn.com.tw/news/local/paper/552530,"徒步拜票方式近距離直接爭取選民支持。
第二選區民進黨李順涼由十餘名助選員陪同，在街頭舉起蔡英文競選旗幟和一號競選號次牌，一方面呼籲支持總統候選人蔡英文，一方面介紹李順涼，李順涼逢人也舉起大拇指...",2012/1/8,Liberal Times
號次順口溜 牢記蓋幾號,https://news.ltn.com.tw/news/local/paper/552525,"三隻小豬」、「二次連任」都出爐，就是希望深印在選民的腦海，投票時記得應投的號次或人選。
蔡英文的「三隻小豬打倒大野狼」行動，全國造成話題，民進黨南投縣第一選區立委候選人張國鑫即強調，投票時有三張選票，...",2012/1/8,Liberal Times
選戰攻防 綠訴求願景 藍打鄉親牌,https://news.ltn.com.tw/news/local/paper/552524,"敦義的故鄉，人親土親，呼籲鄉親力挺自己人。 
小英旗幟 客庄因地制宜
民進黨總統候選人蔡英文主張的「下一站，公平正義」廣告看板在各鄉鎮市主要路口顯得十分醒目，競選旗幟也根據區域特性做變化，加深選民印...",2012/1/8,Liberal Times
總統大選》宋承諾若選上　邀蔡馬組聯合政府,https://news.ltn.com.tw/news/politics/breakingnews/589963,民黨總統候選宋楚瑜在副手林瑞雄出訪不丹的情況下，形成1人對抗4人，他則持續左打馬英九、右打蔡英文的選戰策略，晚間並在台南舉行造勢大會。宋楚瑜今(7)日上午表示，若他當選，第一通和第二通電話就是打給馬英九...,2012/1/7 21:58,Liberal Times
總統大選》黃金週末　馬彰化、新北趕場,https://news.ltn.com.tw/news/politics/breakingnews/589956,"。」現場支持者立即高喊「凍蒜！凍蒜！」，聲音不絕於耳。

相關新聞請見：
總統大選》蔡英文台南造勢　10萬人相挺
總統大選》宋承諾若選上　邀蔡馬組聯合政府

更多《2012年總統大選》相關新...",2012/1/7 21:28,Liberal Times
總統大選》蔡英文台南造勢　10萬人相挺,https://news.ltn.com.tw/news/politics/breakingnews/589939,〔即時新聞／綜合報導〕民進黨總統候選人蔡英文今(7)日晚間在高雄市和台南市連趕兩場造勢晚會，在高雄市路竹區造勢晚會上拋出民生議題，允諾要讓高雄成為綠能產業重鎮；隨後到台南市參加首場超過10萬人的大型造勢...,2012/1/7 20:32,Liberal Times
周美青訪車城福安宮,https://news.ltn.com.tw/news/politics/breakingnews/589816,"中殿不到五十公尺的距離，就花了近二十分鐘，隨後並前往附近商家掃街，雖然一度有附近民眾大喊「蔡英文凍算。」但沒有影響她的心情，仍開心與周邊店家寒暄拜票。

周美青上午十一時左右抵達福安宮，廟口早已擠滿...",2012/1/7 13:40,Liberal Times
唐飛模式失敗　陳其邁：是國民黨想全拿,https://news.ltn.com.tw/news/politics/breakingnews/589812,〔即時新聞／綜合報導〕總統大選已進入倒計時，各方都關注政局的變化，民進黨總統候選人蔡英文昨晚拋出「協商式民主」與「大聯合政府」概念，外界認為效法阿扁執政時期的「唐飛模式」。對此，民進黨發言人陳其邁表示，...,2012/1/7 13:23,Liberal Times
吳伯雄分析馬於客家選情：謹慎樂觀,https://news.ltn.com.tw/news/politics/breakingnews/589798,"不會贏」，他認為桃竹苗到中部台中市客家族群，馬英九都呈現領先局面，選情「審慎的樂觀」，至於蔡英文「客家妹」一度掀起的風潮，吳伯雄認為，每位候選人都有支持者，實際狀況等開票就知道了。　
吳伯雄今天到東勢...",2012/1/7 12:33,Liberal Times
蔡英文選前大掃街　從東港出發,https://news.ltn.com.tw/news/politics/breakingnews/589793,〔記者葉永騫／東港報導〕選前最後一個星期，民進黨總統、副總統候選人蔡英文、蘇嘉全今天上午從故鄉屏東縣的東港鎮出發，進行全台大掃街，蔡英文向民眾保證，2012年蔡英文的新政府將是協商式的民...,2012/1/7 12:21,Liberal Times
今日各報財經新聞一覽,https://news.ltn.com.tw/news/politics/breakingnews/589731,"
中選會最後一場總統候選人公辦政見發表會昨晚落幕，國民黨總統候選人馬英九和民進黨總統候選人蔡英文在政商關係、兩岸與清廉問題上激烈攻防，蔡英文還宣示未來要納入不同政黨人才，籌組符合「大聯合政府」精...",2012/1/7 9:07,Liberal Times
《超級星期六》小英今晚造勢 號召八萬人參與,https://news.ltn.com.tw/news/local/paper/552442,"鍵時刻，大家都能站出來力挺小英，發揮台南人扮演關鍵力量的傳統，催生台灣第一位女總統。
而蔡英文全國總部昨天將這場活動名稱定調為「愛出來、拚未來、公平正義、改變台灣」晚會，由於是選前一週首場超大型造勢活...",2012/1/7,Liberal Times
《立委政見會》唇槍舌劍 藍綠難分難解,https://news.ltn.com.tw/news/local/paper/552439,"
第一選區葉宜津強調，這次的總統大選攸關確保台灣主權，馬英九傾中又政見跳票，人民一定要支持蔡英文當選台灣第一位女總統；葉宜津也主動回應外界說她要做多久？每屆競選都是鄉親投給她，這次要選第五次，她自許是國...",2012/1/7,Liberal Times
揮手又鞠躬 菊姊路口猛催票,https://news.ltn.com.tw/news/local/paper/552436,"離總統大選投票只剩下一週，身兼英嘉配高市總部主委的陳菊昨天傍晚起開始站上街頭，向過往民眾為蔡英文及黨籍立委候選人拉票。
陳菊昨天傍晚率著立委候選人郭玟成、許智傑站在中山路口，向下班的民眾揮手鞠躬，呼籲...",2012/1/7,Liberal Times
選戰飯湯 搶搶滾,https://news.ltn.com.tw/news/local/paper/552433,"總統馬英九也一起和支持者共用飯湯，藉飯湯展現親民。
蘇震清也在內埔舉辦客家之夜提供飯湯，蔡英文與蘇嘉全同台現身，選民高呼屏東人的驕傲，民進黨展現大團結，選民的熱情蓋過寒流，總部提供熱騰騰的飯湯功不可沒...",2012/1/7,Liberal Times
英嘉今返屏掃街 吳敦義晚會造勢,https://news.ltn.com.tw/news/local/paper/552432,〔記者黃良傑、吳明忠／屏東報導〕民進黨正副總統候選人蔡英文、蘇嘉全今天再回到兩人的故鄉屏東縣，陪同提名的四位立委候選人威力掃街，陪潘孟安自東港鎮海公園出發；國民黨則由副總統吳敦義壓陣，今晚將在市公所前廣...,2012/1/7,Liberal Times
假！,https://news.ltn.com.tw/news/opinion/paper/552417,造」公文打擊總統大選對手。馬英九曾宣稱，任內杜絕非法監聽、調查局不對在野黨進行政治偵防，但蔡英文卻從去年黨內總統初選時就遭監控。它甚至動員公務員遊行助陣，動用國家機器打壓對手，不惜踐踏行政中立的公信原則...,2012/1/7,Liberal Times
選前黃金週 今明交通管制,https://news.ltn.com.tw/news/local/paper/552409,"〔記者蔡偉祺／台北報導〕選前黃金週，台北市今明兩天有多場選舉造勢活動，包括「蔡英文造勢」集會活動，以及「台灣加油大遊行」等，提醒民眾注意，最好避免行經周邊路段。
交通警察大隊表示，「蔡英文造勢...",2012/1/7,Liberal Times
假日衝票 藍綠明拚場,https://news.ltn.com.tw/news/local/paper/552408,〔記者陳璟民／台北報導〕總統大選最後黃金週末假期，民進黨總統候選人蔡英文八日晚上在台北市進行「公平正義，撲滿台灣」晚會，國民黨總統候選人馬英九當天也在台北市舉辦「為台灣讚出來」遊行，兩陣營卯足勁拚場，都...,2012/1/7,Liberal Times
小英：人道關懷 勿涉選舉,https://news.ltn.com.tw/news/focus/paper/552400,〔記者蔡百靈、羅正明、李欣芳、楊金城、王涵平／綜合報導〕民進黨總統候選人蔡英文昨被問及阿扁奔喪，是否影響民進黨選情時表示：「大家不需以選舉角度來看這件事，畢竟這是喪事，要以人道的角度來看，對家屬抱持理解...,2012/1/7,Liberal Times
九二共識 雙英再駁火,https://news.ltn.com.tw/news/focus/paper/552397,"蔡：台灣若被迫接受 社會將起紛擾
〔記者顏若瑾、蘇永耀、羅添斌／台北報導〕蔡英文及馬英九昨在電視政見會中，再度就兩岸議題交鋒。對於部分企業負責人近來接連表態支持「九二共識」，蔡表示，如果台灣是在中國壓...",2012/1/7,Liberal Times
宋也提「馬友友們」 諷藍也曾批綠貪腐,https://news.ltn.com.tw/news/focus/paper/552396,"強調蔡質疑 對馬是很嚴重指控
〔記者曾鴻儒／台北報導〕蔡英文昨在公辦政見會中，質疑馬英九與政府團隊清廉問題；宋楚瑜也加入戰局，強調「馬友友」等特權質疑，是很嚴重的指控，他並提醒馬英九，過去國民黨也曾指...",2012/1/7,Liberal Times
馬駁制度性貪污 批綠執政才不中立,https://news.ltn.com.tw/news/focus/paper/552395,"北市長任內即堅持行政中立，絕無制度性貪污問題，反批綠營執政才是真正的行政不中立，並質疑對手蔡英文說要禁止家族成員介入政治，為何對宇昌案不能先說明清楚？
蔡英文在政見會中批評馬政府動用國家機器違...",2012/1/7,Liberal Times
蔡宣示六大清廉 抨擊「馬友友們」陋象,https://news.ltn.com.tw/news/focus/paper/552394,"兩岸掮客被稱丐幫 傷台灣尊嚴
〔記者范正祥／台北報導〕蔡英文昨晚在電視政見會中，提出六大清廉宣示，批評行政不中立，也是制度性貪污。她並抨擊馬政府公共工程採購與委辦計畫，有太多被「馬友友們」拿走；選舉期...",2012/1/7,Liberal Times
宋譏馬一週廣告費 可買百萬條泳褲,https://news.ltn.com.tw/news/focus/paper/552393,"揄聲稱連游泳褲都補的馬英九說，藍營去年底一週的廣告費「可買一百萬條游泳褲！」同時也虧了一下蔡英文，說「錢都是從小豬來的」。
蔡英文則回應，強調她的競選團隊真的沒那麼多錢可以一個禮拜花七千多萬元...",2012/1/7,Liberal Times
蔡宋同聲批馬：執政失敗,https://news.ltn.com.tw/news/focus/paper/552392,〔記者蘇永耀、曾鴻儒／台北報導〕蔡英文、宋楚瑜昨晚在政見會中，分別質疑馬英九的施政能力，都要人民想想「過去四年，你過得好不好？」蔡直指馬「執政失敗」，不是只有在野黨批評，而是人民多數共識。宋也說，馬真的...,2012/1/7,Liberal Times
台灣政治文化 亟須重建,https://news.ltn.com.tw/news/focus/paper/552389,"
台灣要走出這種困局，讓整體的力量可以最大化，就必須改變舊有藍綠廝殺、有我沒你的政治文化，蔡英文提出組成大聯合政府之議，背後的核心價值應該就是合作。合作在台灣各領域無所不在，在政治場域卻成了稀有元素，這...",2012/1/7,Liberal Times
「不會贏者全拿」蔡倡大聯合政府,https://news.ltn.com.tw/news/focus/paper/552388,"〔記者蘇永耀、彭顯鈞、劉榮、曾鴻儒／台北報導〕蔡英文昨在電視政見會上宣示，民進黨勝選後「不會贏者全拿」，未來新內閣將符合「大聯合政府」的精神，並納入不同政黨及社會各界優秀人才。
指協商式民主 維持政局...",2012/1/7,Liberal Times
〈冷眼冷語〉「拒搭長榮」共識,https://news.ltn.com.tw/news/opinion/paper/552386,"的經營到底有沒有問題啊？投資人對這家公司還會有信心嗎？所以除了選擇繼續支持親愛的台灣和投給蔡英文一票，我決定從今天起不再搭乘長榮航空！
善良憨直的台灣人不要再被騙了，也不要以為有錢人講的話就比較對，如...",2012/1/7,Liberal Times
公務員不是藍呆,https://news.ltn.com.tw/news/opinion/paper/552384,"員有「爹不疼、娘不愛」的感受，以筆者了解，公務員不投票者不在少數，這次大選也有不少人會投給蔡英文！
其二，自從馬總統提名關中為考試院長後，好像在跟公務員過不去，說要改革，並推出考績法修正案，明訂公務員...",2012/1/7,Liberal Times
政見會最終回// 蔡馬攻防政商關係 宋談民生,https://news.ltn.com.tw/news/focus/paper/552376,〕中選會最後一場總統候選人公辦政見發表會昨晚落幕，國民黨總統候選人馬英九和民進黨總統候選人蔡英文在政商關係、兩岸與清廉問題上激烈攻防，蔡英文還宣示未來要納入不同政黨人才，籌組符合「大聯合政府」精...,2012/1/7,Liberal Times
「我要好總統」評比 蔡最受肯定,https://news.ltn.com.tw/news/politics/paper/552368,"針對國債、兩岸關係等九大議題向三位總統候選人提問。反貧困聯盟召集人簡錫堦昨表示，綜合評比，蔡英文的表現最受肯定，宋楚瑜次之，馬英九看不出對上述問題的解決方法，只是一味向財團靠攏，評價最低。
「我要好總...",2012/1/7,Liberal Times
超級週衝票／馬吳配固守雙北 明四縣市大遊行,https://news.ltn.com.tw/news/politics/paper/552365,"月前就已敲定，馬吳陣營規劃前往站台的人選是吳伯雄。
馬後天將在新北市掃街，和民進黨候選人蔡英文在新北市正面決戰。在台北市，馬也將直搗綠營票倉大同區。...",2012/1/7,Liberal Times
超級週衝票／英嘉配屏東出發 全台掃街大造勢,https://news.ltn.com.tw/news/politics/paper/552364,者李欣芳／台北報導〕總統大選進入選前最後七天，民進黨「英嘉配」將從故鄉屏東出發大掃街衝票。蔡英文沿西部往北挺進，蘇嘉全則轉進東部，兩人分進合擊，將以一週的時間橫掃台灣；選前之夜在新北市板橋第一體育場舉辦...,2012/1/7,Liberal Times
周美青拜票 遭嗆女兒是美國人,https://news.ltn.com.tw/news/politics/paper/552361,"」
不過，也有民眾不領情，高喊「台灣人不要美國人的爸爸當總統！」要她「滾回去」，並高呼「蔡英文凍蒜！」
周美青昨天上午到花蓮縣身心障礙服務中心，關懷發展遲緩兒童和脊椎損傷重症病患。她陪著十七位院童一...",2012/1/7,Liberal Times
綠批台電動員200人遊行挺馬,https://news.ltn.com.tw/news/politics/paper/552360,"此表示，工會未發起參與大遊行活動，至於發信支持藍營是因為希望國家能有穩定的環境。他也強調，蔡英文廢核四的主張，將使台電的財務雪上加霜，以台電員工的立場，無法認同。
台電澄清嚴守行政中立
台電工會理事...",2012/1/7,Liberal Times
蔡14.3萬隻小豬 募得2億元,https://news.ltn.com.tw/news/politics/paper/552358,〔記者劉榮、蔡百靈／綜合報導〕民進黨發起「三隻小豬」運動，以小豬撲滿力挺總統候選人蔡英文，在全台掀起風潮。蔡英文競選總部昨舉行「開心小豬、勝利成功」記者會，宣布迄今已經回收十四．三萬隻小豬撲滿，...,2012/1/7,Liberal Times
《鏗鏘集》TAIWAN NEXT,https://news.ltn.com.tw/news/opinion/paper/552339,"遷都中台灣開展新時代，蔡英文的TAIWAN NEXT，應該不只把國會遷往台中，而是推動首都遷移計畫。
台灣南北縱深，長期偏重台北，導致南北不均衡發展。逢年過節，高速公路車流和高鐵、台鐵的滿載負荷，顯示...",2012/1/7,Liberal Times
拼台灣地圖 綠︰勝選宜蘭不缺席,https://news.ltn.com.tw/news/local/paper/552332,〔記者胡健森／頭城報導〕蔡英文、陳歐珀競選總部昨天下午在頭城鎮掃街拜票，車隊出發前先舉行「護台灣！宜蘭民主聖地不缺席」記者會；全國競選總部總督導游錫堃、宜蘭競選總部主委林聰賢、立委候選陳歐珀等人呼籲選民...,2012/1/7,Liberal Times
基隆文化中心 名家揮毫贈春聯,https://news.ltn.com.tw/news/local/paper/552331,黨「馬英九、吳敦義、謝國樑」總部提供春聯供民眾索取，春聯上落款署名為馬英九吳敦義；民進黨「蔡英文、林右昌」競選總部則提供蔡英文的紅包袋。有興趣的民眾可以前往索取。...,2012/1/7,Liberal Times
選前超級假日 藍綠尬場衝選票,https://news.ltn.com.tw/news/local/paper/552324,場衝人氣。國民黨明晚在桃園縣多功能藝文園區舉辦「桃竹苗讚出來，台灣亮起來」造勢晚會，民進黨蔡英文桃園縣總統選戰指揮中心十二日由蔡英文、蘇嘉全領軍，分頭在桃園縣境以車隊掃街，十三日在桃園縣體育館有...,2012/1/7,Liberal Times
雲林查選舉賭盤 一個月破22件六合彩,https://news.ltn.com.tw/news/local/paper/552311,"標的，賭的並非馬吳或蔡蘇2組人馬何組當選，只賭縣內輸贏的票數。由於民進黨總統、副總統候選人蔡英文、蘇嘉全在雲林縣選情看好，傳出賭盤開出蔡蘇配的讓票數，供民眾簽賭。
沒有1件與選舉有關
王清海表示，雲...",2012/1/7,Liberal Times
爭取姊PK台中電火球 造勢大車拚,https://news.ltn.com.tw/news/local/paper/552308,，認為他不是攝影機來就作秀的人，而是認真在做事，選上讓選民常看見，落選也繼續做，懇求選民投蔡英文一票，也讓謝明源再回立法院，要大家一起為兩人撐腰。...,2012/1/7,Liberal Times
三太子送包粽 蘇嘉全喜拿好彩頭,https://news.ltn.com.tw/news/local/paper/552306,"，是他與郭俊銘的共同政見，他最煩惱的是郭俊銘的選情，最期待的是郭俊銘當選。
蘇嘉全強調，蔡英文與他都需要郭俊銘的協助與建議，他與郭俊銘兩人都當選，才能互相搭配為豐原鄉親做事情。...",2012/1/7,Liberal Times
小英紅包袋 三隻小豬討喜,https://news.ltn.com.tw/news/local/paper/552300,"〔記者吳為恭／彰化報導〕民進黨總統候選人蔡英文彰化縣競選總部印製了十萬套紅包袋，小英帶三隻小豬拜年等三款圖案，只在彰化縣發放，獨特又討喜，也將在八日及十二日彰化縣兩場大型造勢大會上發放給民眾。
彰化總...",2012/1/7,Liberal Times
下一站，幸福／文化界挺蔡「非核家園」,https://news.ltn.com.tw/news/local/paper/552299,"減碳，一方面卻以經濟發展之名結合財團擴張石化業，表面一套，暗地一套，不可信賴，因此他們支持蔡英文的非核家園，未來蔡英文當選也會全面監督是否落實。
江自得說，馬英九身邊都是財閥，以賺錢為目的，才...",2012/1/7,Liberal Times
選前總動員 馬吳今掃街 英嘉9日到,https://news.ltn.com.tw/news/local/paper/552296,"後兩人將分頭在縣內虎尾、土庫、麥寮等地進行車隊遊行。
綠營估萬人參加
民進黨總統候選人蔡英文和副總統候選人蘇嘉全，則預定九日週一下午三時過後，分別在虎尾、斗南、及斗六等地進行車隊遊行，晚間七時起在斗...",2012/1/7,Liberal Times
總統大選》三隻小豬回娘家　募款逾2億元,https://news.ltn.com.tw/news/politics/breakingnews/589700,〔即時新聞／綜合報導〕民進黨「三隻小豬」募款活動順利結束，民進黨總統候選人蔡英文全國競選總部今(6)日進行「開心小豬、勝利成功」記者會，民進黨發言人林俊憲表示，三隻小豬活動共募得14萬3000隻小豬，共...,2012/1/6 23:02,Liberal Times
總統大選》宋楚瑜：拿出魄力與執行力因應挑戰　,https://news.ltn.com.tw/news/politics/breakingnews/589661,"費大筆錢時，但身為執政黨卻無法讓百姓得到良好的生活環境。

　因此宋楚瑜指責了馬總統與蔡英文相互指對方利益交換，以及兩人互相指責對方花多少錢打選舉廣告。宋楚瑜表示，據資料顯示，國民黨兩星期就花近2億...",2012/1/6 21:46,Liberal Times
總統大選》蔡英文談兩岸政策　重申台灣共識,https://news.ltn.com.tw/news/politics/breakingnews/589657,報導〕2012總統大選倒數計時，三黨候選人把握最後一場總統電視政見發表會，民進黨總統候選人蔡英文在第三輪政見發表時談兩岸政策，重申台灣共識，蔡英文強調，「台灣就是中華民國，中華民國就是台灣，」她...,2012/1/6 21:33,Liberal Times
總統大選》馬口誤連連　張花冠變「張挖貴」？,https://news.ltn.com.tw/news/politics/breakingnews/589646,"場抽籤結果，發言順序依序為國民黨總統候選人馬英九、親民黨總統候選人宋楚瑜、民進黨總統候選人蔡英文。政見會分三階段，每階段每位候選人有10分鐘發言時間，3位候選人並將在會後舉行記者會。

網友酸馬口誤...",2012/1/6 21:18,Liberal Times
總統大選》宋楚瑜：將實踐七大願景,https://news.ltn.com.tw/news/politics/breakingnews/589645,"〔即時新聞／綜合報導〕總統參選人宋楚瑜在第二輪政見發表會中明確指出，馬英九與蔡英文對於兩岸如何地位與發展並無實際的說明，造成人民對蔡英文充滿「不確定」，對馬英九充滿了「不滿意」。

　宋楚瑜...",2012/1/6 21:15,Liberal Times
總統大選》蔡英文談清廉　提六大保證,https://news.ltn.com.tw/news/politics/breakingnews/589637,〔即時新聞／綜合報導〕今(6)日舉行總統電視政見發表會第三場，民進黨總統候選人蔡英文第二輪發表提出未來願景，蔡英文表示，民進黨已經深刻反省，她所帶領的民進黨絕對會超越過去的民進黨和現在的國民黨，...,2012/1/6 20:54,Liberal Times
總統大選》馬嚴厲批蔡　網友諷：政見會當辯論,https://news.ltn.com.tw/news/politics/breakingnews/589633,"電視政見會今（6）日登場。首位上場的國民黨總統候選人馬英九，在第二輪主動與民進黨總統候選人蔡英文交鋒兩岸政策，卻被網友質疑，怎麼又把政見會當成辯論會？

　今晚登場的「第13任副總統候選人電視政見發...",2012/1/6 20:46,Liberal Times
總統大選》蔡英文感性喊話　要帶台灣向前走,https://news.ltn.com.tw/news/politics/breakingnews/589626,〔即時新聞／綜合報導〕總統電視政見發表會最後一場今(6)日晚間登場，民進黨總統候選人蔡英文表示，總統馬英九執政3年多來，台灣沒有更進步，而是不斷倒退，若由她執政，她會秉持她所提出的十年政綱，帶領台灣向前...,2012/1/6 20:33,Liberal Times
總統大選》馬提學子補助政策　網友：錢從哪來,https://news.ltn.com.tw/news/politics/breakingnews/589620,"場抽籤結果，發言順序依序為國民黨總統候選人馬英九、親民黨總統候選人宋楚瑜、民進黨總統候選人蔡英文。政見會分三階段，每階段每位候選人有10分鐘發言時間，3位候選人並將在會後舉行記者會。

網友質疑選舉...",2012/1/6 20:14,Liberal Times
《觀察筆記》商機,https://news.ltn.com.tw/news/local/paper/552225,"國內政治舞台，她們沒有歷史包袱，沒有國共恩仇，胸懷台灣主體性，但正視中國的存在與力量。
蔡英文勝選會弄亂台灣，會挑釁中國？這是哪一門子的論調，形同恐嚇說之外，忽略蔡英文曾任陸委會主委的經歷、刻...",2012/1/6,Liberal Times
總統、政黨票都要 綠議員出招,https://news.ltn.com.tw/news/local/paper/552202,英姊妹會總會長賴美惠與會友們發起「一月十四日回家吃媽媽的『菜』，票投『蔡』英文」；一月八日蔡英文「一路有你、南方安定」車隊遊行，各議員依所屬選區路段出動加油啦啦隊，立委候選人葉宜津將獻上「桂冠」，賴美惠...,2012/1/6,Liberal Times
《小英姊妹站出來》女議長率領 力推女總統,https://news.ltn.com.tw/news/local/paper/552201,"議長賴美惠服務處整理文宣品，將展開家戶拜訪掃街催票，力挺台南首位女議長、支持台灣第一女總統蔡英文。
議長賴美惠有一群忠實粉絲，總會主動到競選總部、服務處幫忙。總統、立委選戰倒數的關鍵時刻，擔任台南市小...",2012/1/6,Liberal Times
《台南述記》小綠向前衝,https://news.ltn.com.tw/news/local/paper/552200,市議員和從政黨員，在最後一波的競選活動中，顯露出從政「傻勁」，為了五席立委席次全壘打、總統蔡英文的勝選，「小綠向前衝」，在街頭、在市場、在演講場，鞠躬、吶喊。對一個沒有黨產的在野黨來說，這股莫名的「蠢」...,2012/1/6,Liberal Times
非都會區表態率降 綠疑「賄選」,https://news.ltn.com.tw/news/local/paper/552199,"逐漸確立態度
藍營輔選幹部則認為，距離投票日不到十天，選民已經逐漸確立自己的態度，民進黨蔡英文至今提不出讓人民放心的政見，尤其兩岸與經濟議題左右搖擺，當然會讓理性選民轉趨保守。...",2012/1/6,Liberal Times
投票要為家人想 不要為紅頂老闆想,https://news.ltn.com.tw/news/opinion/paper/552165,。但馬英九們千萬不要高興太早，那些企業經營者既然淪為中國的工具，今天中國指使他們把矛頭對準蔡英文，他們爭相表現；明天中國指使他們把矛頭對準馬英九，他們也會照做。馬英九、胡錦濤誰才是大老闆，他們心知肚明。...,2012/1/6,Liberal Times
沒站人民這邊？ 簡余晏、羅淑蕾對嗆,https://news.ltn.com.tw/news/local/paper/552156,"護航。」
羅淑蕾見招拆招地表示，核四預算跟反核是兩碼事，「我到現在都反核」，簡余晏不了解蔡英文主張「核四續建，但不商轉」，既然要續建，預算就不能刪除，否則廠商領不到錢。
羅淑蕾說，美國牛把內臟如扁桃...",2012/1/6,Liberal Times
《催票總動員》綠6縣市首長 籲遊子返鄉投票,https://news.ltn.com.tw/news/focus/paper/552141,"地的特色；宜蘭最重視永續發展的核心價值，宜蘭人在關鍵時刻應該以行動表現支持。
蘇治芬說，蔡英文要讓雲嘉成為農業特區，讓農業找到自己的地位和驕傲；她希望年輕學子回鄉看看，為了國家，還是要挺住，大家一起奮...",2012/1/6,Liberal Times
涉違法情蒐 綠向監院舉發胡為真、張濟平,https://news.ltn.com.tw/news/focus/paper/552135,禎、彭顯鈞／台北報導〕近來不斷傳出國安會、調查局涉嫌濫用國家機器，違法情蒐民進黨總統候選人蔡英文。民進黨發言人康裕成昨在律師廖虹羚、黃帝穎陪同下，前往監察院舉發國安會秘書長胡為真、調查局長張濟平，要求彈...,2012/1/6,Liberal Times
馬吳造勢 綠控財部動員華南金員工,https://news.ltn.com.tw/news/focus/paper/552133,"遊行活動，馬吳有下令嗎？違法在哪裡？公文在哪裡？請民進黨拿出公文。另一發言人林奕華則反問，蔡英文出席南、高兩市府舉辦的跨年晚會，是以何身分參加？不違反行政中立嗎？
對於動員文件遭公開，馬吳總部執行副總...",2012/1/6,Liberal Times
凱道633餐會,https://news.ltn.com.tw/news/opinion/paper/552129,辦桌名為「明天過後」，表明希望一月十四日之後，可看到一個願意傾聽民意、代表台灣的總統候選人蔡英文進入總統府。更重要的是，透過此次辦桌活動，強調四年前的歷史經驗。四年前，選完「明天過後」，選舉時所說的政見...,2012/1/6,Liberal Times
那條路 你們知道,https://news.ltn.com.tw/news/opinion/paper/552127,"與筆者對三位候選人之政見的認知與感受不同，筆者清楚認為馬英九是要將台灣中國化並帶往中國；而蔡英文是釘根台灣，走向世界；至於宋楚瑜應是和馬英九差不多。
筆者特別要更正的是，「你往哪裡去（Quo Vadi...",2012/1/6,Liberal Times
教師的良心,https://news.ltn.com.tw/news/opinion/paper/552124,已經擠進被特殊照顧的圈圈，基於良心以及自我救贖，為了台灣社會的公平正義，我這一票堅定要投給蔡英文。（作者為教師）...,2012/1/6,Liberal Times
《母雞帶小雞》小英高人氣 全台搶沾光,https://news.ltn.com.tw/news/politics/paper/552115,"專題報導
總統大選搶搶滾，立委選情相對冷清，立委候選人大多淪為配角，缺乏露臉的機會。尤其蔡英文在台一線活動捲起旋風後，「小英到場」幾乎成為民進黨立委候選人的救命仙丹。儘管蔡英文不吝於在造勢場介...",2012/1/6,Liberal Times
政見會最終回 蔡馬宋今晚再交鋒,https://news.ltn.com.tw/news/politics/paper/552105,總統候選人政見會今晚八點登場，由中視轉播。馬英九將繼續宣揚政績，強調國際經濟情勢因應能力；蔡英文基調維持「給台灣一個改變的機會」，並繼續質疑國安情蒐；宋楚瑜則總結過去的政策承諾，向選民進一步清楚闡述。,,
...,2012/1/6,Liberal Times,,
馬嘉南掃街 車隊浩蕩 民眾冷淡,https://news.ltn.com.tw/news/politics/paper/552104,"什麼意義？
馬英九昨上午深入綠營支持度較高的嘉義地區遊街拜票，途中安排從民進黨總統候選人蔡英文及立委候選人陳明文的競選總部前方經過，較勁意味濃厚；但掃街車隊過長，路旁卻少有支持者歡迎，被交管堵車的民眾...",2012/1/6,Liberal Times
蔡︰馬、財團與中國聯手 迫台灣人民接受九二共識,https://news.ltn.com.tw/news/politics/paper/552103,〔記者陳慧萍、廖雪茹、王錦義、陳璟民／綜合報導〕民進黨總統候選人蔡英文昨晚在新竹市造勢晚會表示，最近很多大財團站出來支持馬英九連任，說這樣台灣才會安定，但是馬總統和中國、財團站在一起，一起壓迫台灣人民接...,2012/1/6,Liberal Times
化憤怒為選票！,https://news.ltn.com.tw/news/opinion/paper/552082,"台灣人，你怎能不憤怒？直屬總統的國安會，涉嫌運用調查局濫權情蒐監控在野黨總統候選人蔡英文，調查局監控估票表曝光，證據俱在，馬英九、吳敦義竟說是栽贓。睜眼說瞎話，企圖卸責！
台灣人，你怎能不憤怒？調查局...",2012/1/6,Liberal Times
