titles,links,content,time,media
健保改革 馬：二代健保 確保財源,https://news.ltn.com.tw/news/focus/paper/547505,"積欠健保費，都要負很大責任。而他省長任內，沒有欠健保一分錢。
蔡：獨立機構 改革健保
蔡英文認為，未來成立獨立健保研究中心，透過經常性的研究，讓健保進階到第三代、第四代，持續改革健保。她並批評，二代...",2011/12/18,Liberal Times
退休大法官相挺 馬坦承不妥,https://news.ltn.com.tw/news/focus/paper/547504,"九連任，引發各界質疑，馬英九昨天坦承不妥，指「會檢討改進，避免再發生！」至於如何推動司改，蔡英文宣示召開司法改革會；宋則表示當選後召開國是會議，形成司改共識。
民間司法改革基金會執行長林峯正，昨天在電...",2011/12/18,Liberal Times
蔡質疑放任炒房 馬︰打擊見效,https://news.ltn.com.tw/news/focus/paper/547502,〔記者蘇永耀、顏若瑾／台北報導〕交叉詰問時，三人在高房價與貧富差距等問題交鋒。蔡英文質問馬英九放任房價飆漲，應向人民道歉；馬英九則說打擊房地產投機，已見成效；宋楚瑜認為地區不均衡，才是政府要強化的責任。...,2011/12/18,Liberal Times
蔡燒聲上陣 回擊火力強,https://news.ltn.com.tw/news/focus/paper/547501,"記者李欣芳／特稿
抱病上場的蔡英文，儘管聲音沙啞，但辯論表現尚稱穩健。延續上次電視辯論基調，小英仍採取「打馬尊宋」策略，要以闡述未來施政願景，批判馬政府政績不佳，爭取選民支持。至於雙英交火的宇昌案，馬...",2011/12/18,Liberal Times
蔡：中國從未接受馬的一中各表,https://news.ltn.com.tw/news/focus/paper/547500,"政協主席賈慶林指九二共識是當初兩岸兩會分別授權，以「口頭方式」表述堅持一個中國原則的共識。蔡英文昨在辯論會後記者會說，馬總統一再說九二共識就是「一中各表」，「我從來沒有聽過中國有接受這樣的事情」。
馬...",2011/12/18,Liberal Times
馬再問特赦 蔡反將一軍,https://news.ltn.com.tw/news/focus/paper/547499,〔記者蘇永耀／台北報導〕馬英九昨在辯論會交叉詰問時繼續藉扁攻蔡，追問蔡英文為何前次辯論未回答身邊還是扁團隊成員及是否特赦阿扁等問題。蔡反批，馬還拋不開「扁馬情結」，人民應成全，「讓你走進歷史，讓蔡英...,2011/12/18,Liberal Times
蔡批馬︰黨產愈歸零 後面的零愈多,https://news.ltn.com.tw/news/focus/paper/547498,〔記者顏若瑾／台北報導〕蔡英文在辯論會交叉詰問第二輪質疑，馬英九不斷強調自己清廉，但推動黨產歸零的結果，「似乎是愈歸零，後面的零愈多」，一年收廿九億元的股利，總資產應該上千億元。國民黨當年的黨營事業，多...,2011/12/18,Liberal Times
蔡提魚翅宴反擊 馬否認收富邦獻金,https://news.ltn.com.tw/news/focus/paper/547497,〔記者顏若瑾、王寓中、李欣芳、曾韋禎／台北報導〕對於馬英九交叉詰問時再質疑宇昌案，蔡英文提出「富邦魚翅宴」，質疑馬英九是否收受富邦一千五百萬元政治獻金？馬在辯論會後記者會強調「當然沒有」，富邦首長接受二...,2011/12/18,Liberal Times
吳批綠才是奧步的政黨,https://news.ltn.com.tw/news/focus/paper/547496,義，昨天卻又再為宇昌案和綠營交鋒。他昨天上午出席「建築師節」頒獎典禮前說，民進黨總統候選人蔡英文應把宇昌案說清楚，而非導向羅生門；他並幫遭民進黨控告的太太蔡令怡抱屈，指太太是個老實人，只提到「十一億」算...,2011/12/18,Liberal Times
綠：吳揆夫婦人格分裂,https://news.ltn.com.tw/news/focus/paper/547495,〔記者李欣芳／台北報導〕行政院長吳敦義抨擊蔡英文把宇昌案打成羅生門，丟一隻烏賊下來，然後從中逃走，國民黨立委並辱罵何大一博士等人。民進黨昨反擊，吳揆在其妻蔡令怡道歉後加碼抹黑小英，質疑吳夫婦人格分裂，民...,2011/12/18,Liberal Times
冷眼集 混江湖？還是選總統？,https://news.ltn.com.tw/news/focus/paper/547494,"楚瑜大聲喝斥「又來了」，正反映了多數人的厭惡。
下週，經建會主委正事不幹，居然要書面提問蔡英文，劉憶如是以什麼身分提問？這是人民付薪水給她的任務嗎？劉下台已經不夠，必須讓馬下台，才能終止仇恨與內耗，開...",2011/12/18,Liberal Times
會後記者會 再戰宇昌案 蔡：國家機器污衊 為馬個人選舉,https://news.ltn.com.tw/news/focus/paper/547492,記者李欣芳、王寓中、施曉光／台北報導〕總統大選辯論會中關於宇昌案的交鋒，延續到會後記者會。蔡英文昨在辯論會後表示，馬總統對宇昌案的說法，正好證實了她的說法，即「馬政府正在以整個國家機器的力量對我個人進行...,2011/12/18,Liberal Times
交叉詰問 馬再攻宇昌案 蔡：沒有違法,https://news.ltn.com.tw/news/focus/paper/547491,〔記者顏若瑾／台北報導〕馬英九昨在辯論會交叉詰問第二輪提問時，再次提出宇昌案質疑蔡英文。蔡回應說，「我再次強調，關於生技產業，我沒有違法。」蔡英文說，她當時有事先與行政院確認，從頭到尾沒有違反利...,2011/12/18,Liberal Times
《大選結論 》蔡承諾執政三原則 請國人嚴格檢驗,https://news.ltn.com.tw/news/focus/paper/547490,"民進黨下台，我們才有機會徹底反省、改變自己，拋開過去，重新再起。
今天我要鄭重地說，站在蔡英文身邊的支持者，是我們的一般人民，馬總統看不到人民，所以看不到站在蔡英文身邊的是誰。馬總統身後的支持...",2011/12/18,Liberal Times
《大選申論 》蔡：換黨執政 確保四個第一,https://news.ltn.com.tw/news/focus/paper/547487,"識」，做為兩岸政策的基礎。
馬勿再陷扁馬情結、威權意識形態
這次選舉，大家看得很清楚，蔡英文關心的是人民的未來，馬總統念念不忘的是陳前總統的過去。我知道馬總統對兩位蔣總統非常崇敬，對陳前總統有很嚴厲...",2011/12/18,Liberal Times
〈李筱峰專欄〉台灣人墮落的象徵,https://news.ltn.com.tw/news/opinion/paper/547483,"黨進行選戰抹黑，下一代墮落了？
至於林益世的言行，更不堪聞問！林益世用經過變造的公文污衊蔡英文，事後被問起要不要道歉，他理歪氣壯說：「沒什麼好道歉！我只是引用資料錯誤而已。」設想如果黑道殺手根據錯誤訊...",2011/12/18,Liberal Times
爛到掉渣的國民黨,https://news.ltn.com.tw/news/opinion/paper/547478,"改變時，沒想到短短數年間卻成了鮑魚之肆的一員。
宇昌案發展至今，劉主委從早先的信誓旦旦說蔡英文有瑕疵、有自肥嫌疑，結果竟然是「誤植」公文時間，反倒自己先惹上偽造文書的麻煩。
而最近剛通過的行政院版土...",2011/12/18,Liberal Times
絕不能讓變造文件栽贓得逞,https://news.ltn.com.tw/news/opinion/paper/547477, 那可以想見這個政權連任後會怎麼做：首次上台，換法官也要收押陳水扁，連任後是不是要接著收押蔡英文？台灣政壇未來是否就這樣陷入肅清政敵的鬥爭萬劫不復？政敵肅清完畢，接下來是不是同樣以假證據栽贓的方式，肅清...,2011/12/18,Liberal Times
姿勢漂亮 揮棒落空,https://news.ltn.com.tw/news/opinion/paper/547475,球的一棒，就是繼續追殺宇昌案吧？看他在辯論場上擺的架式，這個用國家機器摧毀民主的「奧步」，蔡英文真的要非常非常小心了！...,2011/12/18,Liberal Times
1500萬白紙黑字,https://news.ltn.com.tw/news/opinion/paper/547473,"揚揚一個多月，電視政論節目一再談論，但中國國民黨及馬總統始終沒有回應。直到民進黨總統候選人蔡英文主席正式在辯論會提起，馬總統才予否認。
其實，翻開台北地方法院有關二次金改案的判決書，不難發現台北地院刑...",2011/12/18,Liberal Times
電視辯論// 馬追打宇昌 蔡痛心官員配合,https://news.ltn.com.tw/news/focus/paper/547466,"下，「宇昌案」、「富邦魚翅宴」、「國民黨黨產」及「扁馬情結」，成了馬英九和民進黨總統候選人蔡英文的攻防焦點，雙方言詞交鋒，互不相讓。親民黨總統候選人宋楚瑜則繼續主打治理能力，固守中道路線。 
這場辯論...",2011/12/18,Liberal Times
《星期專論》外力對台灣大選的干擾,https://news.ltn.com.tw/news/politics/paper/547465,"及美台關係因而緊張，即使不是決定上次大選勝敗的主要因素，至少影響到部分選民的投票取向。
蔡英文不改變現狀 美國瞭解
明年的大選，民進黨候選人蔡英文瞭解國際社會，而國際社會也瞭解蔡英文...",2011/12/18,Liberal Times
小英醫界後援會成立 大老力挺,https://news.ltn.com.tw/news/politics/paper/547463,"〔記者曾韋禎／台北報導〕由台灣社社長吳樹民擔任會長的「蔡英文醫療界後援總會」，昨晚於台北圓山飯店成立，共有近九百位醫、護界人士出席，日前出席挺馬大會的花蓮門諾醫院總執行長黃勝雄也上台力挺小英。
本場活...",2011/12/18,Liberal Times
征戰200場辜寬敏︰馬為中國當總統,https://news.ltn.com.tw/news/politics/paper/547461,"無政績，貧富差距加大，如今民調落後，竟耍奧步，搞出宇昌案，因此要讓馬英九下台、國會過半，讓蔡英文順利執政。
人手一隻辜辜豬撲滿 力挺蔡英文
「搶救台灣行動大聯盟」昨晚在台中市干城公園舉行第二...",2011/12/18,Liberal Times
宇昌案 黃昆輝批藍預謀追殺,https://news.ltn.com.tw/news/politics/paper/547460,報導〕台聯黨主席黃昆輝昨晚表示，宇昌案是國民黨預謀的行為，動用包括特偵組在內的國家機器追殺蔡英文，急如星火，相對之下，他在十月二十七日到台灣高檢署控告馬英九觸犯刑法外患罪，涉嫌叛國，到現在仍是行政程序的...,2011/12/18,Liberal Times
馬英九‧劉憶如‧特偵組,https://news.ltn.com.tw/news/opinion/paper/547443,場辯論會，老實說無甚可觀，十二個公民團體的提問，支離破碎，沒有形成壓力。至於三個人的表現，蔡英文或許因為感冒而戰力不如首場，即使如此，還是三人中稱冠，尤其開場發言，以宏觀角度擘畫未來施政方針，鏗鏘有力也...,2011/12/18,Liberal Times
力挺小英 花蓮5地 成立後援會,https://news.ltn.com.tw/news/local/paper/547439,〔記者林欣漢／花蓮報導〕總統、立委選舉剩不到一個月，民進黨總統候選人蔡英文、花蓮立委候選人賴坤成競選總部，昨天分別在花蓮市、吉安、壽豐、鳳林及光復成立五個後援會，包括蔡英文客家後援會總會長葉菊蘭...,2011/12/18,Liberal Times
《苗栗選戰熱》 陳超明、杜文卿 比人氣,https://news.ltn.com.tw/news/local/paper/547438,是第二場總統候選人電視辯論會，楊長鎮也邀請支持者到苗栗市競選總部收看現場直播，為感冒沙啞的蔡英文加油。...,2011/12/18,Liberal Times
選將請吃小點心 「沙琪瑪」爽口,https://news.ltn.com.tw/news/local/paper/547423,讓人民非常鬱卒，吃「沙琪瑪」感覺就在「殺其馬」，一口咬下去，希望「殺其馬」換人做總統，期待蔡英文可以帶給人民台灣的新希望。...,2011/12/18,Liberal Times
何欣純後援會成立 謝長廷站台,https://news.ltn.com.tw/news/local/paper/547420,批評，昨天總統候選人辯論會，馬英九說話零零落落，當四年的總統，沒政績還不道歉，只靠奧步抹黑蔡英文，但民眾的眼睛是雪亮的，呼籲選民還蔡英文公道，也讚美何欣純有能力、民意基礎高，呼籲一票投給蔡英...,2011/12/18,Liberal Times
前大法官蘇俊雄 明公祭,https://news.ltn.com.tw/news/life/paper/547373,"歲。19日（週一）下午一時三十分將於台北市第二殯儀館景仰廳舉行公祭，馬英九總統及民進黨主席蔡英文均將前往致祭。
蘇俊雄生於1935年，台南六甲人。台南一中畢業後取得台大法學士、碩士、德國佛萊堡大學法學...",2011/12/18,Liberal Times
總統大選》辯論表現語音投票　蔡英文最佳,https://news.ltn.com.tw/news/politics/breakingnews/581271,"第一時間針對辯論進行民調。有進行語音投票的電視媒體年代、東森、三立3台，語音投票數字皆顯示蔡英文在辯論會中的表現，較受民眾青睞。

　電視台評論哪位候選人在辯論會中的表現較好？年代新聞台在辯論期間進...",2011/12/17 21:20,Liberal Times
總統大選》馬猛攻宇昌案　公民團體批扒糞,https://news.ltn.com.tw/news/politics/breakingnews/581244,"會）」。

　馬英九在第一階段申論時，主動提及宇昌案，交互詰問時又針對民進黨總統候選人蔡英文，猛攻宇昌案，並重提要不要特赦前總統陳水扁、蔡英文身邊是否都是扁團隊的人？

　公民團體對於這...",2011/12/17 20:12,Liberal Times
總統大選》若馬蔡都不能選　宋：幸好有我,https://news.ltn.com.tw/news/politics/breakingnews/581215,辯論會後，親民黨總統候選人宋楚瑜召開記者會，他說，宇昌案調查結果出爐後，若民進黨總統候選人蔡英文確實有可議之處，蔡英文就無法參選，換言之，若宇昌案沒有弊端，總統馬英九就不能選，他說，「好在有第三...,2011/12/17 19:25,Liberal Times
總統大選》Yahoo辯論民調　蔡67%、宋16%、馬16%,https://news.ltn.com.tw/news/politics/breakingnews/581214,"登場，誰的表現最佳？根據YAHOO奇摩民調截至晚間19時30分的最新結果，民進黨總統候選人蔡英文以67%的超高支持度，贏過親民黨總統候選人宋楚瑜，以及國民黨總統候選人馬英九。

　YAHOO奇摩民調...",2011/12/17 19:24,Liberal Times
總統大選》無原住民代表提問　小英表遺憾,https://news.ltn.com.tw/news/politics/breakingnews/581206,總統大選電視辯論 」第3場辯論會結束後，3黨總統候選人分別各自召開記者會，民進黨總統候選人蔡英文表示，對於今日辯論會公民團體提問缺少原住民代表，她感到相當遺憾，未來若民進黨執政，將會落實原住民族實質的管...,2011/12/17 18:52,Liberal Times
總統大選》網友評辯論　蔡卡卡、馬裝熟、宋神掌,https://news.ltn.com.tw/news/politics/breakingnews/581189,大選第三次電視辯論今（17）日登場，台大PTT實業坊網友也全程評論，分別為民進黨總統候選人蔡英文、國民黨總統候選人馬英九、親民黨總統候選人宋楚瑜的表現下註解，封三人為「蔡卡卡」、「馬裝熟」、「宋神掌」。...,2011/12/17 18:19,Liberal Times
總統大選》回擊宇昌案　蔡三問馬不當黨產,https://news.ltn.com.tw/news/politics/breakingnews/581188,時新聞／綜合報導〕今（17）日是總統大選第三次電視辯論，國民黨候選人馬英九強攻民進黨候選人蔡英文深陷宇昌案，蔡英文除了替自己澄清，同時三問馬英九，質疑馬陷入的富邦政治獻金、黨產、股利問題，是否涉...,2011/12/17 18:16,Liberal Times
總統大選》辯論尾聲　馬宋蔡炮火猛,https://news.ltn.com.tw/news/politics/breakingnews/581187,人也砲火全開，分對不同議題進行攻防戰，辯論尾聲，3黨候選人也分別發表結論，民進黨總統候選人蔡英文表示，民進黨自2008年下台後，已全面反省，若重新執政，對重大變革會訴諸全民共識；總統馬英九則表示，民進黨...,2011/12/17 18:15,Liberal Times
總統大選》「三不足」主張得民心　網友推「棄馬保宋」,https://news.ltn.com.tw/news/politics/breakingnews/581186,　宋楚瑜一改第一場辯論會的溫和路線，今日砲火猛烈，多次批評國民黨候選人馬英九、民進黨候選人蔡英文「把責任推得一乾二淨、功勞全往身上加」，並讓選舉陷入口水戰、負面文宣戰，藍綠都該「稍息」，讓能做事的人上台...,2011/12/17 18:14,Liberal Times
總統大選》宇昌案指揮特偵組？　馬：有就退選,https://news.ltn.com.tw/news/politics/breakingnews/581168,"「政治追殺」行為，將立刻退出總統大選。

　宇昌案如滾雪球般愈滾愈大，民進黨總統候選人蔡英文昨(16)日鄭重發表聲明，強調她一生清白，宇昌案絕對不是弊案，呼籲馬英九懸崖勒馬，不要為了保衛政權，動員國...",2011/12/17 17:53,Liberal Times
總統大選》宋：兩黨行政效能差又愛惡鬥,https://news.ltn.com.tw/news/politics/breakingnews/581165,聞／綜合報導〕2012年總統大選第二次電視辯論會今日進行，國民黨候選人馬英九、民進黨候選人蔡英文與親民黨候選人宋楚瑜相互詰問，宋楚瑜詢問馬英九、蔡英文，兩黨都有施政效能不彰與惡鬥問題，引發許多民...,2011/12/17 17:42,Liberal Times
總統大選》馬再提扁團隊　蔡嗆將陷自己走入歷史,https://news.ltn.com.tw/news/politics/breakingnews/581139,"人最後一場電視辯論會今天下午2點在公共電視登場，在第三階段候選人交互詰問中，馬英九再度質問蔡英文為何身邊都是扁團隊成員，她反嗆馬過了四年仍拋不開扁馬情節，將讓自己走入歷史。

馬英九針對多項問題進行...",2011/12/17 16:56,Liberal Times
總統大選》小英：房價最大問題在台北市,https://news.ltn.com.tw/news/politics/breakingnews/581135,聞／綜合報導〕2012年總統大選第三次電視辯論會今日進行，國民黨候選人馬英九、民進黨候選人蔡英文與親民黨候選人宋楚瑜相互詰問，宋楚瑜詢問馬英九、蔡英文，兩黨都有台北看天下的壞習慣，並問台灣貧富差...,2011/12/17 16:40,Liberal Times
總統大選》蔡宋：應從整體財務著手　非單課教育捐,https://news.ltn.com.tw/news/politics/breakingnews/581125,場，在第二階段公民團體代表提問中，全國教師會理事長劉欽旭問三位候選人是否對企業開徵教育捐，蔡英文與宋楚瑜兩人均認為應從國家整體的財務規劃著手，馬英九則說過去幾年政府已增加許多教育經費，若還有需要將再行討...,2011/12/17 16:10,Liberal Times
總統大選》台灣少年權益與福利促進聯盟秘書長葉大華提問,https://news.ltn.com.tw/news/politics/breakingnews/581113,聯合報及蘋果日報共同主辦的「2012總統大選電視辯論」，由國民黨候選人馬英九、民進黨候選人蔡英文與親民黨候選人宋楚瑜接受12名公民團體代表提問，而台灣少年權益與福利促進聯盟秘書長葉大華詢問候選人們，當選...,2011/12/17 16:04,Liberal Times
總統大選》房價高漲　宋：不能從台北看天下,https://news.ltn.com.tw/news/politics/breakingnews/581112,012總統大選電視辯論」，今日舉辦最後1場，由公民團體代表提問，再由3位總統候選人馬英九、蔡英文和宋楚瑜回答，第3階段則是3位候選人交互詰問；蔡英文提問時表示；馬英九放任房價炒作，年輕人根本買不...,2011/12/17 16:03,Liberal Times
總統大選》小英：三管齊下推動社會住宅方案,https://news.ltn.com.tw/news/politics/breakingnews/581106,報導〕2012年總統大選第二次電視辯論會今日進行，國民黨總統候選人馬英九、民進黨總統候選人蔡英文與親民黨總統候選人宋楚瑜接受12名公民團體代表提問，社會住宅推動聯盟發言人彭揚凱問到社會住宅的辦法，他並以...,2011/12/17 15:46,Liberal Times
總統大選》台灣環境保護聯盟會長王俊秀提問,https://news.ltn.com.tw/news/politics/breakingnews/581079,"才是打造綠能低碳環境，最後才是邁向非核家園，而環教法的原則也是逐步達到非核家園 。

蔡英文認為，身為一個島國，國家防衛非常重要，因此國軍還是以保家衛國為主，其次才是重大災害的急救，至於要擔起全球性...",2011/12/17 14:58,Liberal Times
總統大選》台灣醫療改革基金會副執行長陳芙媺提問,https://news.ltn.com.tw/news/politics/breakingnews/581078,聞／綜合報導〕「2012總統大選第二次電視辯論」，國民黨總統候選人馬英九、民進黨總統候選人蔡英文與親民黨總統候選人宋楚瑜接受12名公民團體代表提問，其中台灣醫療改革基金會副執行長陳芙媺詢問，二代健保改革...,2011/12/17 14:58,Liberal Times
總統大選》司法改革　蔡宋均提五院協商,https://news.ltn.com.tw/news/politics/breakingnews/581077,今天下午2點在公共電視登場，在第二階段公民團體代表提問中，民間司法改革基金會執行長林峰正問蔡英文與宋楚瑜如何進行改革，兩人均提五院全國會議共同協商，另問馬英九對司法改革看法，他則指實務面改革比制度面改革...,2011/12/17 14:52,Liberal Times
總統大選》蔡、宋、馬皆同意集會遊行應採報備制,https://news.ltn.com.tw/news/politics/breakingnews/581074,2階段由公民團體代表分別提問，台灣人權促進會副會長賴中強提問有關人權委員會和集遊法的問題，蔡英文和宋楚瑜皆同意修正人權標準，馬英九則計畫先從人權諮詢委員會開始；另外，3位總統候選人皆同意集會遊行應採報備...,2011/12/17 14:45,Liberal Times
總統大選》近日通過土徵法　小英不滿　,https://news.ltn.com.tw/news/politics/breakingnews/581071,聞／綜合報導〕2012年總統大選第二次電視辯論會今日進行，國民黨候選人馬英九、民進黨候選人蔡英文與親民黨候選人宋楚瑜接受12名公民團體代表提問，農學市集召集人楊儒門詢問候選人對於近日通過土徵法的看法，也...,2011/12/17 14:39,Liberal Times
總統大選》抑制物價上漲　蔡：更正比開罰重要,https://news.ltn.com.tw/news/politics/breakingnews/581066,"漲，三位候選人是否有具體政策平穩民生物價?馬英九答覆，發展經濟讓薪水跟上物價成長更為重要，蔡英文認為督促違法業者更正應比開罰重要，宋楚瑜則提出政府預警觀念。

馬英九指出，政府已對非法上漲業者開罰，...",2011/12/17 14:29,Liberal Times
總統大選》馬英九：投資青年、體貼婦女、照顧兒童,https://news.ltn.com.tw/news/politics/breakingnews/581061,012總統大選電視辯論」，今日舉辦最後1場，由公民團體代表提問，再由3位總統候選人馬英九、蔡英文和宋楚瑜回答，第1階段由3黨總統候選人提出申論。馬英九申論時說明將如何投資青年、體貼婦女、照顧兒童，還強調...,2011/12/17 14:10,Liberal Times
總統大選》小英要馬不要迫害台灣民主,https://news.ltn.com.tw/news/politics/breakingnews/581059,綜合報導〕2012年總統大選第二次電視辯論會今天下午舉行，國民黨候選人馬英九、民進黨候選人蔡英文與親民黨候選人宋楚瑜互別苗頭，以政見和願景進行激烈辯論。蔡英文在申論首先呼籲馬英九不要迫害台灣民主...,2011/12/17 14:02,Liberal Times
總統大選》宋諷馬蔡　國家安全比當總統重要,https://news.ltn.com.tw/news/politics/breakingnews/581058,"天下午2點在公共電視登場，在第一階段申論中，宋楚瑜諷刺藍綠兩黨最近不斷爭吵，應該讓馬英九與蔡英文感到疲累，但人民聽了卻比他們更累，並指出總統的真正責任，應該是關心國家的安全與人民的福祉。

宋楚瑜諷...",2011/12/17 14:01,Liberal Times
三隻小豬回娘家　集豬4280前進總統府,https://news.ltn.com.tw/news/politics/breakingnews/581036,"委候選人各領一隻大豬公進場，蘇震清以客家妹出嫁儀式，扛起一三一四隻小豬，代表屏東人對客家妹蔡英文一生一世的相挺，對台灣一生一世的守護。

「小豬大會師，前進總統府」活動有如一場嘉年華會，三太子、客家...",2011/12/17 13:01,Liberal Times
宇昌案爭論　綠發言人哽咽反擊,https://news.ltn.com.tw/news/politics/breakingnews/581010,〔記者李欣芳／台北報導〕針對宇昌案爭論，行政院長吳敦義抨擊民進黨總統候選人蔡英文把整個案打成羅生門，丟一隻烏賊下來，然後從中逃走，國民黨立委並痛罵何大一博士是「三七仔」，民進黨上午召開記者會反擊吳揆在其...,2011/12/17 11:42,Liberal Times
選「瘋」了！？,https://news.ltn.com.tw/news/opinion/paper/547357,"利、沒內定、沒旋轉門問題…，本來都「沒」的事，藍營卻「沒中生有」，鋪天蓋地地炒作宇昌案，對蔡英文橫加「莫須有」罪名！
宇昌案其實是藍營仗政府公權力，藉公文解密放的「政治炸彈」，企圖一舉炸翻綠營主帥...",2011/12/17,Liberal Times
兩大黨纏鬥 綠黨首戰,https://news.ltn.com.tw/news/local/paper/547347,"都領先藍營對手李全教，但他仍不敢大意，積極走訪各地拜票，懇請鄉親再度支持，為自己固票，也與蔡英文的總統選情相互拉抬。
陳唐山訴求「顧主權、護台灣」，並強調自己的最後一戰，他同意接受徵召，除了在於消弭黨...",2011/12/17,Liberal Times
《候選人伸展台─高雄市第九選區》郭玟成有守 林國正力拚 陳致中變化球,https://news.ltn.com.tw/news/local/paper/547343,"格，讓支持者相當不平，認為司法迫害他們一家，死忠支持。
以無黨籍參選的陳致中，也喊出支持蔡英文，強調「綠軍」身分；郭玟成除更勤跑基層，也強調「民進黨提名」，多次要陳致中認清且顧全大局，不要因為個人影響...",2011/12/17,Liberal Times
志工遭約談風波 邱議瑩批鍾紹和奧步,https://news.ltn.com.tw/news/local/paper/547341,"檢舉收賄，陸續接到警方傳票，連她的總部志工也被約談。
邱議瑩強調，志工發放的只有礦泉水與蔡英文的文宣，且對象全是原住民，「原住民不是我的選民，不能投票給我。」
邱議瑩指出，九十七年立委選舉時，鍾紹和...",2011/12/17,Liberal Times
《觀察筆記》化作春泥更護花,https://news.ltn.com.tw/news/local/paper/547340,"門」事件最是典型。
藍色媒體的輿論審判、行政與立法部門圍剿、特偵組和監察院，不僅意在鬥臭蔡英文，且將以司法繩之。
影響所及於民主、政治風氣，更拖累台灣生技發展，有甚者是投資環境在政治力干擾下益形惡劣...",2011/12/17,Liberal Times
藍綠對賭 老友揪伴PK 簽注金百萬,https://news.ltn.com.tw/news/local/paper/547338,挺藍營，與挺綠營從事水電工作的陳姓好友互嗆，邀約支持者對賭五十萬元PK賽，馬英九為二賠一，蔡英文則是一賠二，雙方賭金合計百萬元，消息曝光後，兩人被帶到警局做筆錄，雖然都被送辦，但對賭雙方仍不願取消，堅持...,2011/12/17,Liberal Times
第1張總統選票 白布農挺小英,https://news.ltn.com.tw/news/local/paper/547336,"，是他第一次有權力選總統，實在很興奮，現在每天都穿著「Taiwan Next」的衣服，背著蔡英文的背包，連腳踏車都穿滿蔡英文的旗幟，就這樣騎進校園，他就是要以行動支持蔡英文。
他籲年輕...",2011/12/17,Liberal Times
愛台要行動 史明籲青年站出來,https://news.ltn.com.tw/news/local/paper/547335,政權，但體制內的也能改變台灣的未來，選舉就是重要手段，元月十四日的總統大選，大家一定要支持蔡英文當選。...,2011/12/17,Liberal Times
劉憶如的選擇，在一念之間,https://news.ltn.com.tw/news/opinion/paper/547325,經建會主委劉憶如提出「烏龍公文」，為國民黨政媒勢力藉揭發宇昌案打擊蔡英文增添柴火，連日來經中研院院長、院士等生化科學家澄清辯駁，一場「動用國家機器追殺對手」的醜劇被台灣人民看穿，連帶造成馬英九選情大逆轉...,2011/12/17,Liberal Times
楊烈 開演唱會聚氣 丁守中 切割藍綠固票,https://news.ltn.com.tw/news/focus/paper/547300,"詞時也不得不祭出阿扁牌，向鄉親訴求「希望陳水扁被特赦出來嗎？如果不希望，請支持馬英九，投給蔡英文就是讓陳水扁出來！」
丁守中企圖一刀切割藍綠以鞏固選票的做法，說明楊烈的攻勢有所進展，在這個「藍大於綠」...",2011/12/17,Liberal Times
黃志雄「 跆」服務求連任 廖本煙 衝基層盼復仇,https://news.ltn.com.tw/news/focus/paper/547299,選區卻是綠大於藍，藍綠版圖明顯消長。一般認為，黃志雄在年輕和婦女選票略占上風；廖本煙則受惠蔡英文母雞帶小雞效益，頗有成功復仇氣勢。最後鹿死誰手，全看最後一個月的衝刺了。...,2011/12/17,Liberal Times
全台11萬隻小豬 明集合拼台灣圖像,https://news.ltn.com.tw/news/focus/paper/547295,〕蔚為選戰風潮的「三隻小豬」將在週日驗收，民眾捐助的十一萬隻小豬將統統載回娘家—新北市板橋蔡英文全國競選總部，並在蔡總部前，以小豬排成壯觀的台灣圖像，在台灣圖像上秀出「公平正義」的字眼，象徵小英要打一場...,2011/12/17,Liberal Times
蘇：推動客語等族群語言列國語,https://news.ltn.com.tw/news/focus/paper/547294,"菊、客家籍的前代理市長葉菊蘭等人均到場，除痛批馬英九沒有政績外，並呼籲客家鄉親力挺客家妹仔蔡英文。
蘇嘉全表示，他與客家有極深淵源，從小就生長在客家地區，國小、國中都就讀客家人較多的學校，包括同學、老...",2011/12/17,Liberal Times
馬訴求政績 藍憂綠橘二打一,https://news.ltn.com.tw/news/focus/paper/547292,"民團體的提問，幕僚建議以誠懇態度與政績清楚說明，同時說服選民。
馬陣營也評估，民進黨主席蔡英文近來使用的選舉語言越來越鋒利，也不排除親民黨主席宋楚瑜會調整策略，出現所謂「二打一」的局面，這部分也必須有...",2011/12/17,Liberal Times
蔡鎖定打馬 黨擔心聲音沙啞,https://news.ltn.com.tw/news/focus/paper/547291,〔記者李欣芳／台北報導〕總統候選人今將二度辯論，民進黨總統候選人蔡英文因感冒導致聲音嚴重沙啞，輔選幹部昨表明很擔心小英因聲音沙啞影響辯論表現，另據透露，蔡英文今將鎖定「打馬」，砲轟馬總統無能、沒...,2011/12/17,Liberal Times
新聞幕後／藍鴿派促收兵 無奈喊打喊殺占上風,https://news.ltn.com.tw/news/focus/paper/547288,"力，結果喊打喊殺的鷹派占上風，鴿派只能徒呼負負。
馬執政團隊透過立法與行政部門唱雙簧，對蔡英文發動政治攻擊，龐大的團隊運作，卻是荒腔走板、互推責任，堪稱史上最烏龍、最不像樣的競選團隊。
正當藍軍集中...",2011/12/17,Liberal Times
