titles,links,time,media
馬 英 九 批 民 進 黨 政 府 　 貪 污 「 歷 史 上 罕 見 」,https://tw.appledaily.com/politics/realtime/20120113/105668/,2012/1/13,Apple Daily
「 改 變 台 灣 」 　 蔡 英 文 籲 明 天 換 新 政 府,https://tw.appledaily.com/politics/realtime/20120113/105666/,2012/1/13,Apple Daily
「 這 輩 子 最 後 拜 託 」 　 李 登 輝 現 身 挺 蔡 英 文,https://tw.appledaily.com/politics/realtime/20120113/105659/,2012/1/13,Apple Daily
蔡 英 文 ： 台 灣 人 民 站 我 們 背 後,https://tw.appledaily.com/politics/realtime/20120113/105655/,2012/1/13,Apple Daily
選 前 之 夜 　 馬 英 九 喊 經 濟 　 蔡 英 文 提 輪 替,https://tw.appledaily.com/politics/realtime/20120113/105641/,2012/1/13,Apple Daily
游 錫 堃 呼 籲 　 讓 蔡 英 文 當 第 7 0 位 女 元 首,https://tw.appledaily.com/politics/realtime/20120113/105645/,2012/1/13,Apple Daily
台 灣 投 票 選 總 統 　 中 國 網 友 羨 慕,https://tw.appledaily.com/international/realtime/20120113/105644/,2012/1/13,Apple Daily
若 蔡 英 文 落 選 　 王 世 堅 : 我 去 高 空 彈 跳,https://tw.appledaily.com/politics/realtime/20120113/105639/,2012/1/13,Apple Daily
蘇 嘉 全 痛 批 馬 英 九 ： 操 作 國 家 機 器,https://tw.appledaily.com/politics/realtime/20120113/105635/,2012/1/13,Apple Daily
蘇 貞 昌 桃 園 批 馬 英 九 ： 執 政 不 佳 應 下 台,https://tw.appledaily.com/politics/realtime/20120113/105630/,2012/1/13,Apple Daily
日 媒 ： 蔡 英 文 、 馬 英 九 伯 仲 之 間,https://tw.news.appledaily.com/international/realtime/20120113/105625/,2012/1/13,Apple Daily
包 道 格 擬 今 訪 蔡 總 部 　 小 英 沒 空 改 明 天,https://tw.news.appledaily.com/politics/realtime/20120113/105594/,2012/1/13,Apple Daily
紐 時 ： 選 票 決 定 台 灣 核 能 命 運,https://tw.news.appledaily.com/international/realtime/20120113/105572/,2012/1/13,Apple Daily
綠 營 指 賄 選 　 國 民 黨 不 排 除 提 告,https://tw.news.appledaily.com/politics/realtime/20120113/105568/,2012/1/13,Apple Daily
李 登 輝 今 晚 現 身 挺 蔡 　 P K 夫 人 牌 周 美 青,https://tw.news.appledaily.com/politics/realtime/20120113/105571/,2012/1/13,Apple Daily
蔡 英 文 指 買 票 　 藍 委 諷 沒 道 德,https://tw.news.appledaily.com/politics/realtime/20120113/105567/,2012/1/13,Apple Daily
鞭 炮 響 　 維 安 提 高 警 戒,https://tw.news.appledaily.com/politics/realtime/20120113/105560/,2012/1/13,Apple Daily
彭 博 社 看 台 灣 選 舉 　 小 豬 威 力 V S . 財 團 經 濟,https://tw.news.appledaily.com/international/realtime/20120113/105554/,2012/1/13,Apple Daily
